Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology IDs	Gene names  (ordered locus )
A0A0M0JUE5	A0A0M0JUE5_9EUKA	unreviewed	Protein kinase domain containing protein	Ctob_010979	Chrysochromulina tobinii	309		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524; GO:0016021	
A0A0M0JH17	A0A0M0JH17_9EUKA	unreviewed	Uncharacterized protein	Ctob_007295	Chrysochromulina tobinii	428						
A0A0M0JEY2	A0A0M0JEY2_9EUKA	unreviewed	PARP-type domain-containing protein	Ctob_005858	Chrysochromulina tobinii	225		nucleus [GO:0005634]	nucleus [GO:0005634]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	GO:0003677; GO:0005634; GO:0008270	
A0A0M0JDL5	A0A0M0JDL5_9EUKA	unreviewed	Uncharacterized protein	Ctob_009190	Chrysochromulina tobinii	335		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0K6K0	A0A0M0K6K0_9EUKA	unreviewed	Uncharacterized protein	Ctob_005460	Chrysochromulina tobinii	290						
A0A0M0J9Z1	A0A0M0J9Z1_9EUKA	unreviewed	Uncharacterized protein	Ctob_006098	Chrysochromulina tobinii	593			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0KBK5	A0A0M0KBK5_9EUKA	unreviewed	Extracellular serine proteinase	Ctob_012973	Chrysochromulina tobinii	639		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; serine-type endopeptidase activity [GO:0004252]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0016021	
A0A0M0KAI3	A0A0M0KAI3_9EUKA	unreviewed	Uncharacterized protein	Ctob_016177	Chrysochromulina tobinii	330						
A0A0M0K0T1	A0A0M0K0T1_9EUKA	unreviewed	Uncharacterized protein	Ctob_012767	Chrysochromulina tobinii	137						
A0A0M0LR57	A0A0M0LR57_9EUKA	unreviewed	Uncharacterized protein	Ctob_015867	Chrysochromulina tobinii	300						
A0A0M0J7H9	A0A0M0J7H9_9EUKA	unreviewed	SSD domain-containing protein	Ctob_000519	Chrysochromulina tobinii	1357		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0J6X5	A0A0M0J6X5_9EUKA	unreviewed	SHR-BD domain-containing protein (Fragment)	Ctob_000724	Chrysochromulina tobinii	1296						
A0A0M0LPG6	A0A0M0LPG6_9EUKA	unreviewed	Uncharacterized protein	Ctob_014494	Chrysochromulina tobinii	154						
A0A0M0LQJ3	A0A0M0LQJ3_9EUKA	unreviewed	Uncharacterized protein	Ctob_014731	Chrysochromulina tobinii	548						
A0A0M0J6K8	A0A0M0J6K8_9EUKA	unreviewed	Uncharacterized protein	Ctob_003687	Chrysochromulina tobinii	67		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0LR01	A0A0M0LR01_9EUKA	unreviewed	Uncharacterized protein	Ctob_014023	Chrysochromulina tobinii	144						
A0A0M0KAP9	A0A0M0KAP9_9EUKA	unreviewed	Uncharacterized protein	Ctob_015214	Chrysochromulina tobinii	293						
A0A0M0KA57	A0A0M0KA57_9EUKA	unreviewed	Ef hand family protein (Fragment)	Ctob_014466	Chrysochromulina tobinii	523						
A0A0M0JMV0	A0A0M0JMV0_9EUKA	unreviewed	Uncharacterized protein	Ctob_010348	Chrysochromulina tobinii	172						
A0A0M0KA71	A0A0M0KA71_9EUKA	unreviewed	Uncharacterized protein	Ctob_011116	Chrysochromulina tobinii	193						
A0A0M0JUL5	A0A0M0JUL5_9EUKA	unreviewed	Uncharacterized protein	Ctob_004434	Chrysochromulina tobinii	197						
A0A0M0J8I2	A0A0M0J8I2_9EUKA	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.27)	Ctob_008201	Chrysochromulina tobinii	383	ubiquitin-dependent protein catabolic process via the N-end rule pathway [GO:0071596]		ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; ubiquitin-dependent protein catabolic process via the N-end rule pathway [GO:0071596]	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	GO:0008270; GO:0061630; GO:0071596	
A0A0M0J5R2	A0A0M0J5R2_9EUKA	unreviewed	Phd finger (Fragment)	Ctob_002192	Chrysochromulina tobinii	578	methylation [GO:0032259]		metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]	metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]	GO:0008168; GO:0032259; GO:0046872	
A0A0M0JJS3	A0A0M0JJS3_9EUKA	unreviewed	Uncharacterized protein	Ctob_010857	Chrysochromulina tobinii	370		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JLQ5	A0A0M0JLQ5_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_000788	Chrysochromulina tobinii	999						
A0A0M0J438	A0A0M0J438_9EUKA	unreviewed	EamA domain-containing protein	Ctob_006199	Chrysochromulina tobinii	370		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0J7D5	A0A0M0J7D5_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_003537	Chrysochromulina tobinii	246						
A0A0M0JMR9	A0A0M0JMR9_9EUKA	unreviewed	Fam206a protein	Ctob_009653	Chrysochromulina tobinii	299			metal ion binding [GO:0046872]	metal ion binding [GO:0046872]	GO:0046872	
A0A0M0JPU3	A0A0M0JPU3_9EUKA	unreviewed	Uncharacterized protein	Ctob_014356	Chrysochromulina tobinii	262						
A0A0M0K2A8	A0A0M0K2A8_9EUKA	unreviewed	Uncharacterized protein	Ctob_008392	Chrysochromulina tobinii	893						
A0A0M0JP65	A0A0M0JP65_9EUKA	unreviewed	Ef hand domain-containing protein	Ctob_009724	Chrysochromulina tobinii	2161						
A0A0M0K1Z6	A0A0M0K1Z6_9EUKA	unreviewed	RNA polymerase-associated protein leo1-like protein	Ctob_014449	Chrysochromulina tobinii	280	histone modification [GO:0016570]; transcription elongation from RNA polymerase II promoter [GO:0006368]	Cdc73/Paf1 complex [GO:0016593]	Cdc73/Paf1 complex [GO:0016593]; histone modification [GO:0016570]; transcription elongation from RNA polymerase II promoter [GO:0006368]		GO:0006368; GO:0016570; GO:0016593	
A0A0M0K513	A0A0M0K513_9EUKA	unreviewed	Uncharacterized protein	Ctob_015980	Chrysochromulina tobinii	525						
A0A0M0JID2	A0A0M0JID2_9EUKA	unreviewed	Helicase ATP-binding domain-containing protein (Fragment)	Ctob_008440	Chrysochromulina tobinii	673			ATP binding [GO:0005524]; nucleosome-dependent ATPase activity [GO:0070615]	ATP binding [GO:0005524]; nucleosome-dependent ATPase activity [GO:0070615]	GO:0005524; GO:0070615	
A0A0M0K661	A0A0M0K661_9EUKA	unreviewed	Werner syndrome ATP-dependent helicase-like protein	Ctob_014649	Chrysochromulina tobinii	320			3'-5' exonuclease activity [GO:0008408]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	3'-5' exonuclease activity [GO:0008408]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004386; GO:0008408	
A0A0M0JX38	A0A0M0JX38_9EUKA	unreviewed	Uncharacterized protein	Ctob_008658	Chrysochromulina tobinii	644						
A0A0M0JQJ6	A0A0M0JQJ6_9EUKA	unreviewed	PDZ domain-containing protein (Fragment)	Ctob_012050	Chrysochromulina tobinii	178						
A0A0M0JED6	A0A0M0JED6_9EUKA	unreviewed	Uncharacterized protein	Ctob_010932	Chrysochromulina tobinii	76						
A0A0M0K9V0	A0A0M0K9V0_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_016759	Chrysochromulina tobinii	175						
A0A0M0K8B9	A0A0M0K8B9_9EUKA	unreviewed	Uncharacterized protein	Ctob_010720	Chrysochromulina tobinii	153		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0K325	A0A0M0K325_9EUKA	unreviewed	Uncharacterized protein	Ctob_004460	Chrysochromulina tobinii	771						
A0A0M0J3U2	A0A0M0J3U2_9EUKA	unreviewed	Uncharacterized protein	Ctob_000812	Chrysochromulina tobinii	174						
A0A0M0K2Y8	A0A0M0K2Y8_9EUKA	unreviewed	Uncharacterized protein	Ctob_007456	Chrysochromulina tobinii	432						
A0A0M0JMW1	A0A0M0JMW1_9EUKA	unreviewed	Iron-sulfur cluster assembly system	Ctob_011873	Chrysochromulina tobinii	159						
A0A0M0JYP4	A0A0M0JYP4_9EUKA	unreviewed	Uncharacterized protein	Ctob_006927	Chrysochromulina tobinii	194						
A0A0M0K9Q5	A0A0M0K9Q5_9EUKA	unreviewed	Uncharacterized protein	Ctob_016659	Chrysochromulina tobinii	44						
A0A0M0K6D5	A0A0M0K6D5_9EUKA	unreviewed	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	Ctob_015526	Chrysochromulina tobinii	917			ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]	GO:0004842	
A0A0M0JZV2	A0A0M0JZV2_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_015367	Chrysochromulina tobinii	187						
A0A0M0JWW5	A0A0M0JWW5_9EUKA	unreviewed	Uncharacterized protein	Ctob_006606	Chrysochromulina tobinii	181						
A0A0M0K8E4	A0A0M0K8E4_9EUKA	unreviewed	Uncharacterized protein	Ctob_011632	Chrysochromulina tobinii	591						
A0A0M0LS31	A0A0M0LS31_9EUKA	unreviewed	DNA topoisomerase 6 subunit a-like protein	Ctob_014376	Chrysochromulina tobinii	410	DNA topological change [GO:0006265]	chromosome [GO:0005694]	chromosome [GO:0005694]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; endodeoxyribonuclease activity, producing 3'-phosphomonoesters [GO:0016889]; metal ion binding [GO:0046872]; DNA topological change [GO:0006265]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; endodeoxyribonuclease activity, producing 3'-phosphomonoesters [GO:0016889]; metal ion binding [GO:0046872]	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0006265; GO:0016889; GO:0046872	
A0A0M0JA97	A0A0M0JA97_9EUKA	unreviewed	5'-nucleotidase (EC 3.1.3.5)	Ctob_004920	Chrysochromulina tobinii	323	nucleotide metabolic process [GO:0009117]	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; 5'-nucleotidase activity [GO:0008253]; magnesium ion binding [GO:0000287]; nucleotide metabolic process [GO:0009117]	5'-nucleotidase activity [GO:0008253]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0005737; GO:0008253; GO:0009117; GO:0016021	
A0A0M0JJQ9	A0A0M0JJQ9_9EUKA	unreviewed	Uncharacterized protein	Ctob_005240	Chrysochromulina tobinii	289						
A0A0M0JNZ8	A0A0M0JNZ8_9EUKA	unreviewed	Uncharacterized protein	Ctob_003248	Chrysochromulina tobinii	342						
A0A0M0LP71	A0A0M0LP71_9EUKA	unreviewed	Uncharacterized protein	Ctob_016737	Chrysochromulina tobinii	67						
A0A0M0JZ97	A0A0M0JZ97_9EUKA	unreviewed	Uncharacterized protein	Ctob_007177	Chrysochromulina tobinii	138						
A0A0M0J5R4	A0A0M0J5R4_9EUKA	unreviewed	Inositol-1-monophosphatase (EC 3.1.3.25)	Ctob_004752	Chrysochromulina tobinii	282	inositol biosynthetic process [GO:0006021]; inositol phosphate dephosphorylation [GO:0046855]		inositol monophosphate 1-phosphatase activity [GO:0008934]; inositol monophosphate 3-phosphatase activity [GO:0052832]; inositol monophosphate 4-phosphatase activity [GO:0052833]; metal ion binding [GO:0046872]; inositol biosynthetic process [GO:0006021]; inositol phosphate dephosphorylation [GO:0046855]	inositol monophosphate 1-phosphatase activity [GO:0008934]; inositol monophosphate 3-phosphatase activity [GO:0052832]; inositol monophosphate 4-phosphatase activity [GO:0052833]; metal ion binding [GO:0046872]	GO:0006021; GO:0008934; GO:0046855; GO:0046872; GO:0052832; GO:0052833	
A0A0M0J8F3	A0A0M0J8F3_9EUKA	unreviewed	Ran-binding protein	Ctob_000317	Chrysochromulina tobinii	1121	protein import into nucleus [GO:0006606]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein import into nucleus [GO:0006606]		GO:0005634; GO:0005737; GO:0006606	
A0A0M0KA06	A0A0M0KA06_9EUKA	unreviewed	Troponin (Fragment)	Ctob_016577	Chrysochromulina tobinii	643		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509; GO:0016021	
A0A0M0J9K9	A0A0M0J9K9_9EUKA	unreviewed	Uncharacterized protein	Ctob_001029	Chrysochromulina tobinii	1352		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0J5A6	A0A0M0J5A6_9EUKA	unreviewed	Family transcription regulator	Ctob_000935	Chrysochromulina tobinii	168						
A0A0M0JS36	A0A0M0JS36_9EUKA	unreviewed	Calcium-binding mitochondrial carrier protein s-1	Ctob_006175	Chrysochromulina tobinii	387	transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]		GO:0016021; GO:0055085	
A0A0M0J977	A0A0M0J977_9EUKA	unreviewed	Uncharacterized protein	Ctob_004601	Chrysochromulina tobinii	171						
A0A0M0JL58	A0A0M0JL58_9EUKA	unreviewed	Uncharacterized protein	Ctob_010134	Chrysochromulina tobinii	85						
A0A0M0K6K9	A0A0M0K6K9_9EUKA	unreviewed	Uncharacterized protein	Ctob_011140	Chrysochromulina tobinii	399						
A0A0M0JE23	A0A0M0JE23_9EUKA	unreviewed	Uncharacterized protein	Ctob_006602	Chrysochromulina tobinii	464		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JLT0	A0A0M0JLT0_9EUKA	unreviewed	Uncharacterized protein	Ctob_009311	Chrysochromulina tobinii	54						
A0A0M0JTI5	A0A0M0JTI5_9EUKA	unreviewed	NAD-dependent deacetylase sirtuin 2-like protein (Fragment)	Ctob_006345	Chrysochromulina tobinii	366			NAD+ binding [GO:0070403]; transferase activity [GO:0016740]	NAD+ binding [GO:0070403]; transferase activity [GO:0016740]	GO:0016740; GO:0070403	
A0A0M0JKE4	A0A0M0JKE4_9EUKA	unreviewed	Membrane protein	Ctob_002859	Chrysochromulina tobinii	400		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; chloride channel activity [GO:0005254]	chloride channel activity [GO:0005254]	GO:0005254; GO:0016021	
A0A0M0JCQ8	A0A0M0JCQ8_9EUKA	unreviewed	Exosome complex component csl4	Ctob_005121	Chrysochromulina tobinii	187	RNA processing [GO:0006396]	cytoplasm [GO:0005737]; exosome (RNase complex) [GO:0000178]	cytoplasm [GO:0005737]; exosome (RNase complex) [GO:0000178]; RNA processing [GO:0006396]		GO:0000178; GO:0005737; GO:0006396	
A0A0M0J3B2	A0A0M0J3B2_9EUKA	unreviewed	Taurine catabolism dioxygenase like protein	Ctob_001672	Chrysochromulina tobinii	404			dioxygenase activity [GO:0051213]	dioxygenase activity [GO:0051213]	GO:0051213	
A0A0M0K905	A0A0M0K905_9EUKA	unreviewed	Uncharacterized protein	Ctob_012354	Chrysochromulina tobinii	322		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; metal ion transmembrane transporter activity [GO:0046873]	metal ion transmembrane transporter activity [GO:0046873]	GO:0016021; GO:0046873	
A0A0M0K3V3	A0A0M0K3V3_9EUKA	unreviewed	3 5-cyclic nucleotide phosphodiesterase family protein	Ctob_015255	Chrysochromulina tobinii	169	signal transduction [GO:0007165]		3',5'-cyclic-nucleotide phosphodiesterase activity [GO:0004114]; signal transduction [GO:0007165]	3',5'-cyclic-nucleotide phosphodiesterase activity [GO:0004114]	GO:0004114; GO:0007165	
A0A0M0K5R5	A0A0M0K5R5_9EUKA	unreviewed	Uncharacterized protein	Ctob_010753	Chrysochromulina tobinii	152						
A0A0M0K326	A0A0M0K326_9EUKA	unreviewed	EF-hand domain-containing protein	Ctob_010507	Chrysochromulina tobinii	587			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0KBX9	A0A0M0KBX9_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_016679	Chrysochromulina tobinii	576		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JJ78	A0A0M0JJ78_9EUKA	unreviewed	Tbc1 domain family member 2a	Ctob_009599	Chrysochromulina tobinii	457						
A0A0M0JQ81	A0A0M0JQ81_9EUKA	unreviewed	PKD_channel domain-containing protein	Ctob_005093	Chrysochromulina tobinii	743		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0J7J2	A0A0M0J7J2_9EUKA	unreviewed	Uncharacterized protein	Ctob_000072	Chrysochromulina tobinii	99						
A0A0M0JRY5	A0A0M0JRY5_9EUKA	unreviewed	Uncharacterized protein	Ctob_007380	Chrysochromulina tobinii	1024						
A0A0M0JQS4	A0A0M0JQS4_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_005103	Chrysochromulina tobinii	562						
A0A0M0JZW6	A0A0M0JZW6_9EUKA	unreviewed	Glycosyltransferase family 77 protein	Ctob_011468	Chrysochromulina tobinii	471			transferase activity [GO:0016740]	transferase activity [GO:0016740]	GO:0016740	
A0A0M0J656	A0A0M0J656_9EUKA	unreviewed	Transcriptional regulator	Ctob_001727	Chrysochromulina tobinii	278		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JQC0	A0A0M0JQC0_9EUKA	unreviewed	Uncharacterized protein	Ctob_013313	Chrysochromulina tobinii	416		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JFX6	A0A0M0JFX6_9EUKA	unreviewed	Uncharacterized protein	Ctob_013128	Chrysochromulina tobinii	199						
A0A0M0K024	A0A0M0K024_9EUKA	unreviewed	Membrane protein-a permease	Ctob_005814	Chrysochromulina tobinii	413		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JQD2	A0A0M0JQD2_9EUKA	unreviewed	Uncharacterized protein	Ctob_001954	Chrysochromulina tobinii	521						
A0A0M0KB93	A0A0M0KB93_9EUKA	unreviewed	Uncharacterized protein	Ctob_014186	Chrysochromulina tobinii	188		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JCW4	A0A0M0JCW4_9EUKA	unreviewed	Cap-gly domain-containing linker protein 3	Ctob_003863	Chrysochromulina tobinii	757			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0JN18	A0A0M0JN18_9EUKA	unreviewed	Aspartokinase (EC 1.1.1.3) (EC 2.7.2.4) (Homoserine dehydrogenase)	Ctob_009427	Chrysochromulina tobinii	934	threonine biosynthetic process [GO:0009088]		aspartate kinase activity [GO:0004072]; homoserine dehydrogenase activity [GO:0004412]; NADP binding [GO:0050661]; threonine biosynthetic process [GO:0009088]	aspartate kinase activity [GO:0004072]; homoserine dehydrogenase activity [GO:0004412]; NADP binding [GO:0050661]	GO:0004072; GO:0004412; GO:0009088; GO:0050661	
A0A0M0K4L0	A0A0M0K4L0_9EUKA	unreviewed	Tpa: nucleoside phosphatase gda1 cd39 family protein (Fragment)	Ctob_014845	Chrysochromulina tobinii	107			hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]	GO:0016787	
A0A0M0JF12	A0A0M0JF12_9EUKA	unreviewed	Uncharacterized protein	Ctob_010356	Chrysochromulina tobinii	487		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JJQ2	A0A0M0JJQ2_9EUKA	unreviewed	Nuclear protein set	Ctob_006977	Chrysochromulina tobinii	221						
A0A0M0LP43	A0A0M0LP43_9EUKA	unreviewed	Uncharacterized protein	Ctob_013256	Chrysochromulina tobinii	298						
A0A0M0JN14	A0A0M0JN14_9EUKA	unreviewed	Aminopeptidase n	Ctob_014174	Chrysochromulina tobinii	344			aminopeptidase activity [GO:0004177]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]	aminopeptidase activity [GO:0004177]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]	GO:0004177; GO:0008237; GO:0008270	
A0A0M0K411	A0A0M0K411_9EUKA	unreviewed	Uncharacterized protein	Ctob_009330	Chrysochromulina tobinii	239						
A0A0M0JBM0	A0A0M0JBM0_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_000321	Chrysochromulina tobinii	35						
A0A0M0J7P3	A0A0M0J7P3_9EUKA	unreviewed	Uncharacterized protein	Ctob_001609	Chrysochromulina tobinii	191						
A0A0M0LPM5	A0A0M0LPM5_9EUKA	unreviewed	Uncharacterized protein	Ctob_013337	Chrysochromulina tobinii	76						
A0A0M0K7T1	A0A0M0K7T1_9EUKA	unreviewed	Uncharacterized protein	Ctob_016446	Chrysochromulina tobinii	432						
A0A0M0JDS1	A0A0M0JDS1_9EUKA	unreviewed	tRNA rRNA methyltransferase family protein	Ctob_011253	Chrysochromulina tobinii	247	RNA processing [GO:0006396]		RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]; RNA processing [GO:0006396]	RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]	GO:0003723; GO:0006396; GO:0008173	
A0A0M0JC13	A0A0M0JC13_9EUKA	unreviewed	Serine threonine-protein kinase mst4-like protein	Ctob_012980	Chrysochromulina tobinii	288			ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	
A0A0M0JDY1	A0A0M0JDY1_9EUKA	unreviewed	Uncharacterized protein	Ctob_005961	Chrysochromulina tobinii	181						
A0A0M0JSF6	A0A0M0JSF6_9EUKA	unreviewed	Uncharacterized protein	Ctob_010382	Chrysochromulina tobinii	93						
A0A0M0K5T7	A0A0M0K5T7_9EUKA	unreviewed	Uncharacterized protein	Ctob_010443	Chrysochromulina tobinii	54						
A0A0M0JX75	A0A0M0JX75_9EUKA	unreviewed	Uncharacterized protein	Ctob_014615	Chrysochromulina tobinii	245						
A0A0M0K3K4	A0A0M0K3K4_9EUKA	unreviewed	Uncharacterized protein	Ctob_012120	Chrysochromulina tobinii	324						
A0A0M0J9Z2	A0A0M0J9Z2_9EUKA	unreviewed	Palmitoyltransferase (EC 2.3.1.225)	Ctob_000202	Chrysochromulina tobinii	232		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]	protein-cysteine S-palmitoyltransferase activity [GO:0019706]	GO:0016021; GO:0019706	
A0A0M0JB27	A0A0M0JB27_9EUKA	unreviewed	Uncharacterized protein	Ctob_004083	Chrysochromulina tobinii	147						
A0A0M0JBU7	A0A0M0JBU7_9EUKA	unreviewed	Uncharacterized protein	Ctob_004094	Chrysochromulina tobinii	1294			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0KAU6	A0A0M0KAU6_9EUKA	unreviewed	Macrocin-o-methyltransferase	Ctob_012974	Chrysochromulina tobinii	183	methylation [GO:0032259]		methyltransferase activity [GO:0008168]; methylation [GO:0032259]	methyltransferase activity [GO:0008168]	GO:0008168; GO:0032259	
A0A0M0JBS5	A0A0M0JBS5_9EUKA	unreviewed	Adenylyl cyclase-associated protein	Ctob_003731	Chrysochromulina tobinii	449	cell morphogenesis [GO:0000902]; cytoskeleton organization [GO:0007010]		actin binding [GO:0003779]; cell morphogenesis [GO:0000902]; cytoskeleton organization [GO:0007010]	actin binding [GO:0003779]	GO:0000902; GO:0003779; GO:0007010	
A0A0M0JG37	A0A0M0JG37_9EUKA	unreviewed	Uncharacterized protein	Ctob_009462	Chrysochromulina tobinii	92						
A0A0M0K6L0	A0A0M0K6L0_9EUKA	unreviewed	Cyclic nucleotide-binding protein	Ctob_013433	Chrysochromulina tobinii	998		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; sulfate transmembrane transporter activity [GO:0015116]	sulfate transmembrane transporter activity [GO:0015116]	GO:0015116; GO:0016021	
A0A0M0J9B6	A0A0M0J9B6_9EUKA	unreviewed	Uncharacterized protein	Ctob_007477	Chrysochromulina tobinii	115						
A0A0M0K5J1	A0A0M0K5J1_9EUKA	unreviewed	Uncharacterized protein	Ctob_005518	Chrysochromulina tobinii	207						
A0A0M0JLH3	A0A0M0JLH3_9EUKA	unreviewed	50s ribosomal protein l19	Ctob_004120	Chrysochromulina tobinii	188	translation [GO:0006412]	ribosome [GO:0005840]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412	
A0A0M0K470	A0A0M0K470_9EUKA	unreviewed	Uncharacterized protein	Ctob_014740	Chrysochromulina tobinii	31						
A0A0M0JUH8	A0A0M0JUH8_9EUKA	unreviewed	Uncharacterized protein	Ctob_011715	Chrysochromulina tobinii	499						
A0A0M0JY44	A0A0M0JY44_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_014606	Chrysochromulina tobinii	48						
A0A0M0JZT9	A0A0M0JZT9_9EUKA	unreviewed	Thioredoxin family trp26 family protein	Ctob_008053	Chrysochromulina tobinii	209						
A0A0M0JYG1	A0A0M0JYG1_9EUKA	unreviewed	Snf2 super family	Ctob_004330	Chrysochromulina tobinii	821			ATP binding [GO:0005524]; nucleosome-dependent ATPase activity [GO:0070615]	ATP binding [GO:0005524]; nucleosome-dependent ATPase activity [GO:0070615]	GO:0005524; GO:0070615	
A0A0M0JJU3	A0A0M0JJU3_9EUKA	unreviewed	Uncharacterized protein	Ctob_008753	Chrysochromulina tobinii	362						
A0A0M0J5D7	A0A0M0J5D7_9EUKA	unreviewed	Uncharacterized protein	Ctob_004756	Chrysochromulina tobinii	194		EMC complex [GO:0072546]	EMC complex [GO:0072546]		GO:0072546	
A0A0M0K2R3	A0A0M0K2R3_9EUKA	unreviewed	Uncharacterized protein	Ctob_013423	Chrysochromulina tobinii	1344		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JD46	A0A0M0JD46_9EUKA	unreviewed	PSII_BNR domain-containing protein	Ctob_006062	Chrysochromulina tobinii	414						
A0A0M0JSI0	A0A0M0JSI0_9EUKA	unreviewed	Snf1-related protein kinase	Ctob_002507	Chrysochromulina tobinii	729			ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005509; GO:0005524	
A0A0M0KAD4	A0A0M0KAD4_9EUKA	unreviewed	Uncharacterized protein	Ctob_015516	Chrysochromulina tobinii	59						
